0,8,10,20,22,23,25,28,30,34,41,53,65,70,73,74,80,90,91,93
0,3,8,10,16,17,21,22,24,31,34,55,57,59,67,76,83,86,93,95
0,3,13,15,28,47,51,52,53,56,60,72,73,78,79,80,86,88,90,96
0,7,26,30,31,32,39,40,42,47,55,57,58,68,83,86,87,90,97,98
0,7,9,18,19,34,37,39,42,47,49,51,57,64,67,71,78,90,97,98
2,9,20,25,29,36,38,39,47,53,61,66,78,79,82,85,92,94,95,96
1,6,12,25,32,34,41,43,51,54,57,60,64,75,82,83,84,97,98,99
10,13,15,21,30,34,43,44,46,49,55,56,57,62,64,69,71,76,92,94
23,26,29,33,34,39,49,50,51,52,56,57,60,61,62,64,78,83,93,96
1,6,7,11,14,22,35,38,46,49,52,55,57,73,74,76,84,86,91,96
4,9,14,19,21,26,27,39,40,42,44,52,60,61,67,68,75,76,81,85
2,5,13,14,19,23,27,28,31,35,38,40,42,51,59,63,71,76,89,96
1,6,11,27,35,44,50,52,64,65,68,73,74,77,83,85,86,91,94,95
6,7,16,18,21,29,31,32,41,44,47,58,62,68,70,76,78,79,89,94
1,3,4,6,9,14,15,19,20,31,33,35,44,55,60,65,69,91,96,99
4,19,22,24,25,27,41,43,46,54,64,71,73,82,83,86,88,89,92,97
3,14,23,33,37,38,41,43,48,58,59,64,69,70,79,83,91,93,95,99
5,15,16,20,26,29,35,40,53,55,59,76,81,83,84,85,90,93,94,97
0,7,13,14,18,25,31,33,36,39,40,41,45,58,64,66,71,84,88,93
6,8,11,14,17,18,19,23,24,31,58,64,67,71,77,81,82,83,91,99
0,6,7,10,12,13,20,22,23,38,40,49,59,62,73,76,86,88,89,96
0,3,10,18,34,37,42,48,51,53,60,61,65,77,82,85,90,93,95,97
7,8,9,22,23,24,25,32,45,47,57,60,61,67,71,81,82,85,98,99
5,10,12,18,19,25,30,37,38,42,43,45,48,54,55,58,70,74,83,91
1,5,6,7,16,26,36,38,49,50,53,55,60,63,71,75,77,91,98,99
5,10,17,27,38,40,42,43,48,49,64,69,70,71,73,74,81,83,86,89
0,1,2,17,18,26,28,32,43,49,52,58,62,66,69,71,79,92,94,96
5,8,9,11,22,28,29,32,39,40,43,58,59,61,62,70,78,87,92,98
0,8,24,25,30,32,42,44,45,48,57,58,59,64,71,72,74,81,85,92
0,14,22,34,37,43,48,52,62,77,79,81,82,87,88,90,92,96,98,99
5,11,15,22,23,43,50,56,63,65,67,69,72,73,74,81,82,90,92,96
5,10,17,21,22,27,28,34,37,42,50,56,67,68,69,73,76,78,87,95
2,9,14,20,21,24,27,36,37,42,48,61,66,71,74,76,89,94,95,97
8,10,18,22,26,29,44,52,57,63,66,69,82,83,89,90,92,94,95,97
3,4,10,11,19,30,31,33,37,46,53,55,57,59,62,63,82,83,89,96
3,7,11,13,22,24,30,36,40,48,53,56,57,73,74,80,90,94,97,98
4,5,12,13,26,31,33,36,39,44,46,49,55,63,65,69,70,74,78,82
1,4,5,17,32,36,39,48,53,60,61,66,70,73,77,79,83,86,92,93
4,7,11,16,17,20,21,22,26,28,45,48,71,72,80,81,83,90,92,94
0,1,10,11,17,29,39,44,50,57,64,68,79,83,85,89,94,96,98,99
1,7,11,19,23,28,35,36,40,41,45,55,60,62,64,68,76,81,88,92
10,12,14,21,22,23,34,46,47,50,53,58,60,65,67,72,87,94,96,98
0,2,6,9,11,14,15,19,20,22,34,42,47,58,60,65,71,74,78,87
2,3,10,13,14,18,23,29,35,41,53,54,64,66,75,77,79,88,90,93
1,3,6,16,28,31,35,36,41,48,54,56,57,60,62,71,82,83,92,93
1,7,12,26,30,35,39,42,43,44,52,56,61,62,63,66,71,85,88,96
3,8,9,11,13,14,18,20,34,39,42,48,60,67,70,75,80,81,84,88
4,6,11,18,23,36,39,40,46,53,58,60,64,74,75,87,89,90,97,99
6,9,13,18,20,21,33,40,41,45,63,74,79,81,83,84,85,87,89,90
3,6,12,17,19,42,47,49,50,57,60,62,65,66,70,73,79,93,94,95
3,8,9,16,18,20,24,25,30,35,44,48,49,52,58,66,69,74,97,99
18,21,23,24,35,41,42,47,50,56,58,59,60,66,68,73,75,78,80,98
2,6,7,13,15,18,28,29,35,41,55,59,68,70,79,81,82,88,90,98
0,14,17,20,21,22,35,43,46,52,55,58,65,66,72,76,77,78,81,96
0,5,8,9,13,17,22,26,35,36,39,41,43,50,55,60,62,83,85,99
3,4,5,7,9,11,21,25,32,36,37,52,62,63,72,73,74,87,88,89
3,24,26,32,35,40,41,42,45,48,54,55,57,58,62,65,66,74,94,96
1,6,13,15,18,22,25,26,27,33,47,48,49,60,65,66,85,86,91,97
12,15,18,22,26,40,44,46,47,50,51,62,75,83,84,86,92,94,95,99
1,6,7,8,10,25,26,40,41,43,48,50,64,68,70,74,78,86,87,88
1,20,23,26,28,31,37,41,46,50,52,58,61,65,71,76,78,79,87,96
3,5,7,16,22,26,29,35,40,41,43,44,46,65,71,78,87,89,90,98
7,17,27,33,34,37,41,58,60,63,70,72,73,75,84,85,89,90,93,98
0,1,9,13,26,33,35,41,43,48,49,50,56,62,64,79,93,94,98,99
0,2,3,4,5,10,16,30,31,37,41,47,65,70,77,79,92,94,97,99
5,6,9,10,16,19,23,29,38,40,42,52,55,61,73,74,81,83,92,99
4,13,14,15,17,26,31,32,35,36,41,43,51,63,69,70,71,75,89,98
4,13,14,19,21,25,26,33,35,39,41,47,49,50,58,68,71,79,86,91
0,13,15,24,27,33,44,48,53,54,58,70,72,83,84,86,87,93,94,98
3,5,6,12,13,14,19,20,24,29,34,55,58,61,63,65,73,84,90,91
7,8,30,32,33,37,38,49,59,64,67,70,74,75,79,81,84,91,95,98
1,4,12,31,32,35,37,38,47,49,55,65,66,67,78,79,80,84,92,99
2,3,19,21,32,35,36,39,42,47,49,55,68,70,72,74,80,81,90,94
0,1,13,27,28,35,36,37,38,47,69,71,73,74,79,80,83,84,88,98
3,9,11,14,22,29,42,46,51,63,64,69,72,78,85,86,92,95,96,98
1,2,4,10,16,25,29,31,39,47,49,52,54,60,63,66,68,86,91,97
2,3,10,14,16,17,20,45,50,54,60,63,64,65,74,85,86,87,88,94
2,7,12,17,20,23,25,28,43,44,45,49,50,52,62,65,74,84,97,98
1,13,16,17,18,31,35,38,47,48,57,61,63,65,69,76,77,81,88,91
11,29,32,34,49,51,54,55,58,59,60,62,68,76,84,89,90,92,94,98
3,5,6,9,11,15,16,21,36,41,59,61,64,70,72,75,76,80,95,96
10,15,19,22,24,42,49,50,55,56,57,60,62,64,67,81,86,91,93,94
1,11,14,19,38,48,50,51,53,54,68,69,70,81,84,85,86,87,89,93
8,12,25,26,28,32,43,49,53,62,63,65,69,74,76,82,83,87,89,97
10,17,18,19,20,27,32,38,44,48,59,62,65,66,67,71,75,82,85,94
1,4,7,10,23,26,27,43,47,59,69,73,74,75,80,81,82,85,88,91
16,17,24,27,37,43,46,55,59,72,74,75,76,80,81,83,91,96,98,99
13,24,26,30,31,33,40,41,47,48,49,65,66,86,87,88,90,91,93,97
8,11,21,24,30,38,39,41,47,56,57,60,62,73,75,81,86,88,93,98
5,7,11,14,15,17,20,25,35,44,49,53,58,61,64,65,68,70,75,96
2,7,9,15,21,26,28,30,41,56,59,66,68,71,73,75,78,86,91,93
8,9,11,17,27,32,33,37,43,55,62,63,65,70,71,76,88,89,90,94
13,14,20,26,30,31,37,41,42,44,47,48,49,52,55,64,69,78,80,89
1,4,7,10,12,18,23,33,37,43,47,58,61,65,68,81,85,94,96,97
1,2,4,9,19,23,27,33,45,47,55,62,65,71,74,81,82,84,86,96
1,7,8,13,15,25,29,34,46,48,50,54,61,63,65,69,73,74,81,96
2,6,11,14,15,16,17,20,21,29,39,41,44,58,67,85,88,89,91,99
2,3,6,25,35,38,39,41,43,51,53,59,62,64,67,81,83,88,93,98
2,3,10,17,19,22,24,28,34,38,39,47,53,67,70,72,76,84,92,98
6,9,10,12,14,17,27,28,30,36,41,45,51,65,71,74,75,83,93,99
4,8,18,20,27,28,31,35,38,41,42,52,53,61,64,80,83,87,89,98
20,21,23,29,30,39,45,46,51,56,64,69,72,82,85,90,91,96,98,99
8,9,16,19,32,36,39,42,45,49,53,55,71,75,79,80,84,91,93,99
5,6,8,15,21,24,40,42,43,48,50,56,66,68,70,73,82,83,90,91
6,8,9,11,12,18,26,31,35,39,41,49,52,57,63,77,78,83,85,92
0,1,2,17,30,32,42,45,52,55,62,64,66,70,74,75,77,80,83,93
4,17,18,21,27,39,40,42,44,46,47,48,57,65,73,75,76,81,84,95
0,1,3,9,10,17,21,30,34,43,55,56,60,65,68,75,77,85,90,93
1,2,8,12,18,24,25,28,32,38,42,44,54,56,57,58,70,79,82,86
0,9,12,20,24,26,27,28,38,45,47,49,50,54,56,61,67,92,95,99
2,12,20,38,43,44,50,60,66,75,78,84,85,88,90,93,94,95,96,99
0,9,19,22,25,27,33,34,37,45,53,58,66,67,68,69,72,75,80,82
0,4,5,12,13,19,23,27,32,37,53,58,63,77,83,85,86,87,88,95
1,12,13,14,18,24,35,39,40,47,49,76,77,79,89,90,92,93,97,98
0,5,12,19,21,22,26,29,30,31,35,42,45,56,59,71,76,78,85,88
9,25,28,32,35,37,39,45,51,54,68,71,75,82,87,88,89,96,97,98
10,20,21,25,26,29,30,33,44,47,51,53,56,59,61,62,64,77,87,89
2,4,6,8,11,20,24,31,32,37,52,53,57,61,63,78,82,85,87,96
3,9,11,20,22,23,30,37,39,47,51,55,56,58,73,75,79,81,82,89
1,4,9,11,20,21,28,33,38,45,47,48,50,55,64,65,70,76,84,87
10,11,14,16,20,25,28,29,31,37,40,52,62,64,73,78,79,90,91,92
12,13,18,22,27,28,30,31,36,38,39,42,44,48,59,60,79,88,92,95
3,6,11,16,17,18,20,37,43,45,58,63,69,79,81,86,94,95,97,99
2,4,7,9,14,16,25,26,27,32,34,35,44,59,68,70,73,74,75,95
4,17,22,23,32,33,34,48,54,60,61,65,66,68,72,73,76,85,87,89
6,7,20,25,26,28,32,33,34,36,41,42,46,52,66,69,71,77,94,95
1,2,3,5,6,7,11,13,17,22,26,33,46,50,51,52,54,55,91,97
5,8,11,15,17,23,27,30,32,36,45,46,51,66,71,73,79,87,88,95
5,18,19,21,24,32,34,36,44,46,54,57,64,67,70,81,83,86,96,98
2,8,11,33,40,47,49,65,67,70,72,75,79,80,88,91,92,93,96,98
1,3,5,9,11,25,26,27,31,35,38,53,55,61,67,68,80,86,91,98
10,11,16,20,27,28,43,54,61,62,64,67,72,78,83,84,90,91,93,98
7,9,11,17,21,22,30,34,51,55,57,58,67,69,83,88,89,96,97,98
5,7,11,26,32,42,46,55,57,61,65,71,72,82,83,87,91,94,98,99
0,3,4,6,7,8,10,12,17,24,33,35,37,47,48,55,60,80,85,92
3,5,6,9,26,28,30,32,33,42,43,48,55,59,61,76,81,89,91,99
10,11,15,22,26,34,43,44,51,52,54,55,57,60,64,72,76,78,79,97
1,2,7,9,14,17,25,37,38,41,44,50,52,54,72,86,89,90,92,95
1,14,19,25,28,29,42,44,48,52,53,54,56,59,68,70,74,76,86,88
3,18,25,26,27,35,36,40,54,55,56,57,58,64,66,67,68,82,92,94
1,6,28,33,37,38,44,51,52,53,55,56,62,67,68,74,82,83,89,91
3,8,16,19,20,21,23,34,35,37,41,46,59,67,72,79,86,91,95,99
1,6,7,14,15,17,22,25,27,32,34,47,61,64,74,79,87,88,94,98
8,13,15,22,26,29,31,36,37,41,49,76,79,80,85,86,90,92,93,95
10,14,18,23,37,40,42,44,45,53,58,63,65,66,67,69,72,73,74,82
8,10,20,21,23,27,32,36,37,44,52,64,66,68,72,82,83,85,97,99
1,2,3,29,36,39,42,43,44,46,48,50,52,54,57,63,78,81,85,87
4,8,24,27,28,33,38,53,60,64,66,69,71,75,81,84,90,91,92,94
10,15,24,33,36,45,49,52,53,54,56,59,66,70,71,80,85,92,95,99
7,8,19,29,41,56,57,58,59,67,70,72,73,76,81,83,87,92,94,95
6,9,11,23,25,26,29,34,42,49,50,51,53,66,67,73,90,91,94,97
1,2,12,14,15,20,28,36,42,45,47,55,59,62,72,75,80,86,91,93
19,21,27,30,31,33,40,44,50,53,55,59,63,65,73,76,77,84,98,99
0,3,8,16,32,34,36,38,46,48,49,59,62,65,72,75,80,82,85,98
6,7,18,22,24,29,32,37,39,42,66,67,72,78,83,91,93,94,96,98
1,6,12,15,17,42,43,45,46,50,60,72,74,79,85,87,93,96,97,99
1,3,7,12,14,15,16,20,26,29,37,38,42,43,55,57,58,66,89,99
0,5,16,19,23,27,28,31,42,45,58,61,63,70,72,73,83,90,92,95
0,3,10,20,21,29,32,33,43,48,54,65,68,71,74,75,77,80,82,83
5,9,11,12,22,26,31,41,44,46,48,51,68,71,74,78,89,90,94,98
1,11,13,14,22,24,30,31,42,43,44,58,61,65,68,71,74,77,81,94
0,4,10,13,14,16,21,24,25,31,55,63,65,68,76,81,84,92,93,96
5,6,8,13,16,18,22,35,43,46,51,52,57,59,66,71,80,81,91,94
2,7,9,16,17,24,25,35,46,48,51,53,58,60,62,67,78,79,87,91
5,12,19,20,22,25,26,30,38,42,43,48,50,51,64,67,72,85,90,98
7,14,19,20,29,34,41,42,59,62,63,64,73,77,80,81,86,87,92,99
6,18,21,22,23,27,33,34,36,45,46,49,54,63,74,78,79,83,91,93
0,3,5,10,11,18,30,33,42,43,53,55,58,61,64,65,76,77,79,81
3,6,22,24,28,30,32,36,39,43,44,46,50,52,56,63,64,77,78,93
2,3,7,17,24,30,31,32,41,42,59,62,63,67,71,72,73,74,82,91
1,7,18,20,22,39,40,44,46,57,58,71,72,75,76,85,86,90,91,95
5,7,11,14,18,22,28,36,39,41,45,56,64,66,72,73,74,85,94,98
3,6,23,25,29,33,38,40,41,49,50,59,63,80,90,91,92,94,96,99
2,3,8,10,12,22,31,40,44,45,47,54,64,65,67,68,75,79,82,89
5,11,15,22,23,28,31,34,45,48,50,63,67,71,72,78,79,82,96,98
1,6,19,22,26,29,44,52,54,56,64,67,70,71,72,74,76,78,87,93
1,4,6,13,18,27,35,46,48,58,63,69,70,73,75,87,92,94,96,97
0,1,6,10,21,27,37,40,46,53,65,70,74,75,78,79,80,81,84,92
1,7,10,17,19,24,26,27,33,41,57,60,74,76,79,83,84,87,94,98
2,3,5,6,12,32,33,35,47,48,56,59,66,70,78,81,83,86,90,91
1,6,7,8,11,12,14,15,32,35,41,52,57,63,72,84,85,87,94,97
8,16,17,19,27,30,31,47,52,56,60,67,76,79,82,83,84,89,90,92
4,12,14,18,24,29,33,44,54,55,58,59,67,68,75,77,78,83,91,93
0,3,5,7,17,26,27,29,30,35,37,38,41,47,52,54,56,57,64,88
1,2,6,14,18,19,20,22,32,33,47,49,66,78,83,84,87,88,91,96
11,13,16,18,29,30,35,40,43,53,57,60,63,65,68,75,79,92,97,98
5,8,10,13,22,35,40,41,42,44,47,48,55,58,59,61,71,73,88,91
11,21,24,25,30,32,35,40,47,48,53,55,69,71,79,87,90,92,94,99
23,28,36,38,43,46,50,52,53,57,59,61,63,64,74,76,81,87,92,97
3,5,8,19,23,25,30,35,38,41,57,62,63,66,69,73,82,85,86,96
10,11,19,22,27,30,39,41,45,47,51,52,60,64,65,68,81,84,93,96
14,15,24,27,31,35,37,39,40,52,54,63,69,72,74,79,87,90,91,95
3,11,21,25,32,43,44,49,50,51,54,61,66,68,70,78,79,89,92,96
6,7,10,20,21,23,26,28,41,59,61,66,68,74,77,81,83,86,90,95
10,16,18,21,24,28,29,33,34,35,36,41,54,63,69,77,78,80,93,94
1,4,8,9,15,20,24,45,48,49,56,62,75,77,82,88,93,96,97,99
6,18,21,23,27,29,31,32,36,39,40,45,46,58,60,66,78,82,83,90
0,6,7,12,31,32,33,34,37,44,51,61,65,76,77,78,84,93,95,96
5,9,17,31,37,48,53,59,60,63,67,70,72,73,75,79,83,86,96,97
3,5,15,22,23,27,28,30,40,47,64,73,76,79,81,86,88,90,95,96
4,8,9,11,16,21,40,46,50,53,57,58,60,64,65,72,89,92,96,97
0,1,7,12,17,21,24,28,30,45,46,58,71,73,74,83,86,87,88,97
1,7,14,15,16,28,33,37,47,50,57,64,66,76,79,83,84,91,97,98
5,6,21,24,31,42,47,49,51,53,60,61,72,77,79,87,93,94,96,97
7,8,9,10,22,31,32,35,37,40,41,42,44,50,55,60,67,68,89,96
3,11,21,23,26,27,28,31,33,35,36,41,51,53,56,69,78,96,97,99
3,8,16,30,35,37,41,44,49,51,60,62,66,68,72,73,83,86,87,93
0,10,12,18,22,28,32,37,41,57,61,66,69,87,89,92,94,96,97,99
2,6,11,16,23,27,29,37,45,47,48,52,56,61,63,64,75,86,90,99
0,8,14,16,17,19,37,40,53,57,59,62,63,65,72,79,80,85,92,99
4,5,7,8,10,15,16,22,25,62,67,69,72,80,84,86,90,93,97,99
1,2,4,9,13,15,22,29,32,35,37,39,47,56,66,69,91,94,97,99
20,21,25,33,35,42,50,61,64,68,70,72,74,80,81,84,86,88,93,94
3,13,22,30,40,42,44,45,51,52,54,59,60,64,69,71,80,85,97,98
5,10,11,17,19,27,30,32,33,36,40,48,49,52,54,72,74,84,92,99
5,9,12,15,18,34,38,39,45,49,50,58,65,67,69,74,87,92,95,97
0,1,4,5,11,17,18,22,31,45,55,60,74,75,80,81,87,95,96,97
10,13,21,30,31,35,40,45,53,56,57,60,62,71,72,78,90,92,98,99
0,8,10,15,16,20,23,35,37,42,45,49,54,55,63,70,75,84,90,99
0,5,11,16,29,31,32,34,39,41,48,56,58,59,67,69,74,80,84,86
1,2,7,10,11,13,27,28,49,51,55,65,70,72,75,77,82,84,85,89
6,8,10,12,17,29,38,56,59,62,64,68,72,78,79,84,85,89,96,98
5,8,13,19,20,22,26,29,32,34,38,42,47,54,55,60,65,74,75,97
0,2,5,13,17,18,19,20,21,36,53,56,62,69,72,75,76,81,88,98
1,12,16,19,23,25,45,46,53,55,58,67,72,73,75,86,89,91,93,98
0,4,5,12,13,14,22,24,33,35,37,43,49,57,78,86,87,88,92,99
0,4,5,10,12,18,19,20,23,27,31,38,42,48,51,61,63,78,91,96
6,8,10,16,19,27,30,33,34,43,45,49,56,58,63,72,76,89,96,98
0,8,9,12,15,17,19,26,42,46,60,61,69,71,76,82,87,89,91,95
2,8,19,24,30,31,33,35,43,49,51,53,60,61,68,69,70,75,82,87
9,13,14,15,17,25,28,45,47,51,60,61,69,72,80,81,83,89,94,95
0,4,5,19,21,24,26,43,45,46,47,51,52,57,70,81,83,85,87,88
4,12,17,27,28,29,31,34,38,40,45,53,54,57,58,80,94,95,98,99
1,3,10,13,23,32,39,43,47,55,56,61,66,74,81,87,89,90,92,95
0,1,20,23,36,39,40,43,44,45,50,51,59,61,72,80,88,89,94,99
0,4,17,18,19,20,29,30,32,36,37,58,64,71,79,83,84,88,94,99
3,4,6,16,17,32,37,50,55,58,59,61,70,73,74,76,93,94,96,98
2,7,9,11,12,13,16,21,22,30,32,33,37,39,55,61,62,70,81,95
19,20,27,28,29,31,45,47,56,59,63,64,70,71,73,83,92,96,97,99
9,12,15,17,19,48,49,54,56,63,64,73,74,79,86,87,90,93,94,97
8,11,14,27,31,36,45,48,54,55,58,62,63,70,73,75,84,90,91,98
2,4,5,11,18,36,37,38,39,45,47,49,50,53,66,75,77,78,81,95
8,11,25,28,31,40,41,46,50,52,60,64,68,77,82,83,86,91,94,95
1,2,8,9,10,12,19,32,42,46,55,56,74,75,77,81,84,87,88,96
0,7,13,15,19,21,25,26,33,34,36,63,65,73,75,77,81,84,87,97
7,8,15,16,22,25,31,33,34,35,42,43,45,55,63,68,69,72,79,84
5,11,17,19,21,27,30,31,36,42,44,71,73,75,78,84,90,93,95,97
4,11,17,20,25,27,33,36,40,41,45,52,57,66,71,72,82,87,90,93
3,8,11,20,21,22,28,33,42,45,57,62,72,79,83,86,87,92,96,97
10,20,21,22,24,29,30,44,46,53,54,55,57,62,69,70,71,78,81,93
6,8,14,17,19,24,28,31,47,49,56,59,66,71,73,77,80,94,96,98
1,2,4,12,16,20,28,31,35,45,47,49,51,52,56,63,66,78,84,85
2,4,5,7,13,18,24,26,31,34,36,42,53,60,66,74,75,79,88,89
1,8,11,19,21,22,25,28,32,48,50,54,56,58,65,69,77,86,91,96
2,11,13,16,28,30,31,34,44,47,48,59,72,75,81,84,88,90,91,95
19,25,27,31,33,40,52,53,55,58,62,65,68,76,82,84,86,92,93,99
0,6,11,15,21,22,23,32,35,50,54,55,63,64,73,75,87,93,95,97
3,10,11,12,18,31,35,37,41,46,47,58,70,74,77,79,87,94,95,97
3,24,27,28,30,33,40,45,48,49,50,53,59,62,71,82,83,90,95,98
7,8,11,22,24,27,45,50,53,56,58,62,66,70,71,74,78,81,95,98
2,3,13,21,22,38,39,42,49,52,57,63,78,79,86,87,88,90,97,99
1,5,8,10,23,28,34,35,43,54,55,56,65,70,74,80,93,97,98,99
2,9,21,23,33,34,35,41,42,45,59,62,66,75,76,81,83,89,90,91
15,17,18,26,36,42,48,50,54,55,62,72,74,76,77,82,83,84,89,91
0,10,13,18,22,25,27,29,30,52,53,59,69,71,72,80,83,92,94,97
3,4,5,6,13,15,20,21,33,45,47,52,57,63,67,70,85,91,95,97
11,14,16,22,23,29,34,40,41,42,44,61,66,71,82,84,89,94,96,99
0,5,10,16,17,42,52,55,58,61,65,68,69,75,84,87,88,89,95,96
17,18,22,25,29,33,36,37,41,43,46,50,57,61,62,65,74,84,91,94
1,4,9,10,20,22,30,35,40,54,57,67,71,72,74,80,82,86,92,98
2,5,6,8,16,24,29,34,37,39,40,48,49,72,79,80,84,85,97,99
3,4,8,10,17,27,33,39,41,43,57,61,64,70,80,82,83,87,89,93
2,15,17,18,37,38,40,41,44,48,56,61,63,74,76,77,79,84,98,99
5,14,19,24,25,29,31,32,36,39,40,42,48,50,65,68,71,77,89,92
2,4,7,9,20,30,34,37,41,53,58,64,65,81,85,87,89,90,91,92
0,8,13,21,32,33,34,38,39,42,50,53,54,60,77,80,83,95,97,98
2,10,18,23,28,30,32,49,53,61,65,73,74,77,80,81,84,85,93,98
5,10,17,19,22,24,37,39,40,42,43,47,49,50,51,58,64,66,91,95
5,8,13,15,22,32,37,44,45,47,48,55,58,63,72,73,82,89,90,92
5,9,15,21,22,26,29,35,43,55,67,78,79,80,86,91,95,96,98,99
18,31,33,35,36,38,42,44,57,60,63,65,74,78,81,85,87,88,89,90
6,7,12,31,35,37,41,49,60,61,63,64,70,71,73,79,80,81,87,98
7,17,19,24,25,30,43,52,59,63,66,68,70,73,77,81,82,88,93,97
0,4,5,10,11,15,18,24,26,27,36,44,45,46,47,48,69,71,92,95
16,17,18,26,37,38,42,47,49,51,53,59,69,71,73,75,76,83,85,87
7,13,14,16,26,27,35,36,37,43,44,46,51,71,72,85,86,89,96,98
15,16,17,19,27,31,34,36,39,46,53,64,66,67,72,75,91,92,97,98
5,7,19,20,22,28,31,32,36,43,51,58,60,64,67,76,86,87,93,96
7,9,10,11,14,17,22,23,24,28,33,34,36,46,56,62,89,91,93,94
1,15,27,32,34,40,41,45,48,49,54,62,68,72,83,85,88,95,97,98
1,4,8,15,16,17,24,28,40,49,51,56,57,58,70,72,92,97,98,99
7,9,11,12,19,23,26,28,32,39,42,44,46,56,59,63,64,71,85,89
6,8,24,33,40,43,44,46,47,50,63,64,67,72,74,84,86,87,91,94
0,7,12,20,31,32,35,45,47,52,56,58,60,68,69,73,76,78,85,99
1,19,22,24,37,43,45,46,63,68,70,71,77,78,79,80,82,83,93,98
0,4,7,13,15,16,19,20,21,36,38,39,52,54,58,62,72,75,89,92
2,7,9,10,11,14,19,24,29,38,46,47,50,61,69,73,77,94,95,96
1,5,8,13,23,24,25,29,32,33,39,45,48,51,59,68,73,74,80,91
0,1,3,4,7,9,19,35,40,44,51,56,62,74,76,83,85,87,90,96
4,7,10,16,17,20,26,27,34,36,39,45,49,58,65,76,84,85,94,96
4,13,23,30,32,34,37,44,48,52,57,59,68,71,72,74,80,81,94,95
0,6,12,15,16,17,22,23,24,28,36,37,57,58,75,81,87,91,92,93
0,4,11,19,20,27,28,31,32,34,39,50,58,67,74,79,81,89,95,96
0,4,10,12,19,26,50,52,55,58,63,66,74,81,83,87,92,95,98,99
1,5,6,13,26,32,35,40,43,44,54,58,61,74,75,81,87,88,90,94
9,10,13,27,28,41,47,48,49,58,59,60,69,71,73,74,75,78,81,94
11,15,16,23,25,32,34,41,43,46,47,51,58,65,69,75,79,84,86,97
1,11,12,14,16,18,23,32,59,60,63,66,79,80,86,87,88,94,96,98
7,9,10,13,22,27,28,37,38,44,53,55,64,66,71,80,92,93,94,98
1,2,3,5,33,38,53,61,62,65,70,73,80,81,87,88,92,94,96,98
10,14,16,19,21,29,30,44,45,50,51,53,55,62,67,71,78,89,96,98
3,5,9,16,18,23,28,34,39,42,44,46,48,51,57,73,76,78,87,92
11,15,19,26,27,28,32,36,42,52,53,54,57,58,68,72,78,85,94,98
